listing_id,sentiment_score
349265,0.9715625
12140,0.97095
484898,0.9635076923076924
446474,0.960725
496809,0.9604342857142858
230836,0.95838
225314,0.9564529411764705
133262,0.9531242424242424
313227,0.9519553191489362
325842,0.9514076923076925
37738,0.9512353448275861
634310,0.948575675675676
640841,0.9460249999999998
261509,0.9433709677419353
488097,0.9357722222222221
2384,0.9317832335329345
267646,0.930581343283582
345075,0.9264780821917804
189821,0.9256044543429843
542067,0.9246044176706829
289884,0.9243818181818184
275496,0.924
697634,0.92368671875
198135,0.9225723270440253
228273,0.9209614457831328
248791,0.917905681818182
739495,0.9178956249999997
22362,0.9178
4505,0.9166819148936177
289689,0.9165859649122807
192652,0.9134664615384613
290155,0.9130395833333335
773127,0.9128516393442621
731232,0.9117656000000003
110705,0.9111896296296293
350347,0.9101244851258579
662034,0.9081672131147539
537419,0.9077000000000001
686185,0.9070607476635513
71930,0.9070431034482761
79101,0.9067390410958905
172616,0.9049062499999996
412182,0.9029090909090908
372929,0.901601
126280,0.9012344827586207
573540,0.9011
363702,0.901082857142857
477733,0.8993774011299435
507517,0.8988100371747211
207218,0.8964579365079368
548905,0.8962529680365295
233933,0.8960444444444442
629745,0.8955743455497379
681842,0.895556
651742,0.8920468749999999
780336,0.891971978021978
184764,0.8915125827814566
611839,0.8907734375000003
131096,0.8905034482758623
258253,0.8900777777777777
400588,0.8897529411764706
404792,0.8895695402298848
789867,0.8885183246073297
84042,0.8872322033898308
363703,0.8869750000000001
675641,0.8854784883720928
272728,0.8851284313725488
39742,0.8829437499999995
790016,0.8804562499999998
541535,0.8787099999999999
422214,0.8765725806451613
764856,0.8758398104265405
810974,0.87303137254902
236792,0.8669857142857141
464581,0.8631402116402112
312192,0.8560406249999999
7126,0.8497704545454539
589939,0.8488316666666668
298321,0.845465909090909
145690,0.8449526315789473
726376,0.8435867469879516
783359,0.8428272727272728
28749,0.8415795454545454
479086,0.840318125000001
642053,0.8397888888888889
165952,0.8382464285714286
250354,0.8294771428571428
790934,0.8231169230769229
264547,0.8217109375
642065,0.8204363636363636
10945,0.8177071428571429
727847,0.8104545454545455
242751,0.8089448275862071
166667,0.8082975903614454
724656,0.7958208860759495
9811,0.7957214285714287
668262,0.793532
56802,0.7909908366533871
145659,0.7836647058823529
713431,0.7749904761904761
46154,0.7743765690376571
585356,0.7743234848484843
234442,0.7707212765957443
724895,0.7647589743589742
25269,0.763020903954802
395257,0.7615000000000002
175511,0.7588703703703702
753809,0.7586750000000001
46151,0.756586206896551
584590,0.745115
628149,0.7417459770114944
585353,0.7311170940170941
533831,0.7026509433962262
397472,0.6956912000000001
650894,0.6872909090909091
450648,0.6857800000000001
144840,0.6353916666666667
166706,0.6331090909090908
709870,0.60858
